"longitude","latitude","year"
26.7383544318176,20.3243833032042,2001
26.1454663442987,10.4429151778894,2018
34.6525120849105,13.9014290217496,2010
27.9959958295849,9.82307763184697,2006
28.4810860830094,13.0390463489949,2011
24.2769705533301,18.4199549008708,2001
25.4896961868914,13.8026143404964,2002
28.7505806682453,16.1202677735248,2009
25.7142750079213,10.6135950818721,2002
24.2679874004889,16.8029873894556,2006
27.3671751307012,11.6017418944036,2006
31.2928129223035,20.6926925696932,2003
24.6991787368662,9.84104393752936,2007
25.974786440316,19.3182701849903,2007
32.3797744160882,11.1705505580262,2011
34.6525120849105,16.2550150661427,2004
27.35819197786,14.65601386041,2022
28.7865132796101,10.8920728199492,2013
25.0585048505141,13.9463447859556,2010
38.0122112475176,18.0067298701758,2009
32.6223195428004,21.1328670589117,2011
27.4300572005896,15.6711101314651,2015
31.7868863285693,11.8892027853219,2001
32.4426564859765,16.5604422627434,2011
24.2500210948065,12.5539560955703,2022
26.9539501000062,20.7645577924227,2020
32.9816456564482,14.7188959302984,2006
25.2471510601792,13.8385469518612,2022
25.0405385448317,12.1137816063517,2003
32.8379152109891,20.7376083338992,2011
26.0825842744103,12.1946299819225,2007
30.8795878916086,20.7915072509463,2001
25.9568201346336,11.7724217983863,2011
28.0858273579968,11.7364891870215,2001
29.3255024500818,11.3861462262149,2018
26.7293712789764,16.1562003848896,2013
28.1487094278852,13.7217659649257,2013
29.2266877688286,10.1554542869712,2013
27.1336131568302,13.8205806461788,2018
28.9571931835928,18.8331799315658,2013
28.2385409562972,10.3351173437951,2011
28.3104061790267,16.8119705422968,2007
27.1336131568302,13.4971871438958,2001
29.334485602923,12.6527707768235,2007
33.6374158138555,11.7724217983863,2001
28.876344808022,14.0002437030027,2006
24.8968080993725,12.0508995364634,2010
28.597867069945,11.7185228813392,2005
29.0200752534811,15.2489019479289,2015
26.1275000386163,10.3890162608423,2002
30.3136492626133,18.5008032764415,2003
31.3287455336683,11.3232641563266,2005
32.1102798308523,21.4472774083536,2001
25.5076624925738,11.6107250472448,2001
35.0747202684467,12.8234506808062,2006
25.5346119510974,20.9532040020878,2006
26.9808995585298,21.3843953384652,2011
27.1785289210361,13.4882039910546,2005
30.5741606950079,11.6286913529272,2012
30.3675481796604,19.488950088973,2011
31.1041667126384,18.8601293900894,2011
35.0298045042407,20.9981197662938,2022
36.1347323037078,22.2108453998552,2003
28.7505806682453,21.3394795742592,2022
26.208348414187,15.8417900354478,2006
28.0409115937909,13.5331197552606,2002
29.9902557603302,13.1737936416128,2001
31.9216336211872,16.0573857036364,2001
25.0046059334669,15.9765373280657,2011
27.1875120738773,13.919395327432,2001
35.8472714127895,21.6089741594951,2011
24.735111348231,17.6204542980044,2004
31.1131498654796,11.6825902699744,2001
32.972662503607,15.1051715024698,2024
28.0588778994733,20.9711703077702,2002
32.6672353070064,15.6261943672591,2012
27.6905686329843,20.8903219321995,2001
31.4275602149215,17.2072292673094,2013
37.7606829679641,17.602487992322,2001
35.5238779105065,20.3872653730925,2000
27.9870126767437,16.0484025507953,2010
30.6550090705787,21.8964350504133,2003
28.1127768165204,13.9822773973204,2001
32.4246901802941,15.7878911184006,2003
28.6966817511981,14.3505866638094,2002
27.6007371045723,17.5485890752749,2011
24.6812124311839,18.8241967787246,2004
25.6154603266682,16.820953695138,2001
31.9036673155048,21.8605024390486,2004
29.4782160483821,16.955700987756,2001
36.5659236400851,15.2938177121349,2005
33.6463989666967,12.9222653620593,2002
27.8702316898082,11.0627527239319,2003
28.463119777327,20.1357370935391,2007
21.9323676617781,12.9851474319477,2003
34.9848887400348,21.9683002731429,2014
25.6513929380329,17.2521450315154,2001
34.9130235173052,22.5791546663442,2001
24.8159597238018,14.5571991791568,2005
34.6974278491165,16.6951895553613,2024
27.6097202574135,15.1770367251993,2004
32.972662503607,16.9467178349148,2011
27.8432822312846,15.2129693365641,2001
25.3279994357499,12.8773495978533,2005
34.2303039013744,11.0986853352967,2011
25.516645645415,17.6563869093692,2001
26.8461522659119,15.1950030308817,2020
26.3700451653286,10.928005431314,2011
30.5112786251196,19.5518321588614,2001
34.94895612867,13.9912605501615,2014
29.01109210064,19.0128429883897,2001
27.9959958295849,17.0455325161679,2022
25.0764711561964,18.4469043593944,2011
31.1221330183208,15.1500872666757,2009
24.6093472084543,14.197873065509,2006
36.790502461115,19.0397924469133,2022
28.4182040131211,15.114154655311,2010
24.0523917323002,16.7580716252497,2015
34.5896300150222,11.5298766716741,2002
24.3757852345832,13.7487154234493,2004
25.3549488942735,15.7519585070358,2005
31.7868863285693,14.2158393711914,2011
32.9906288092894,17.2431618786742,2005
27.3671751307012,10.97292119552,2004
27.0258153227358,21.5191426310831,2012
34.1943712900096,10.0476564528768,2001
33.3679212286196,20.0279392594447,2006
25.3818983527971,17.602487992322,2006
22.6869525004385,13.82956379902,2011
34.4369164167219,18.842163084407,2005
25.7412244664449,17.6743532150516,2005
35.0837034212879,22.0850812600784,2005
29.8285590091887,11.6915734228156,2013
30.484329166596,20.5669284299164,2022
26.944966947165,19.6416636872733,2003
30.7897563631966,19.7853941327325,2024
28.4900692358506,19.9381077310328,2007
32.9277467394011,18.7253820974714,2022
25.3818983527971,21.8874518975721,2001
34.9669224343524,17.6833363678928,2000
29.3973676728113,17.9168983417639,2000
28.4271871659623,16.3628129002371,2001
34.6884446962753,13.9104121745908,2012
29.334485602923,19.1386071281664,2022
25.7502076192861,16.3358634417135,2006
26.989882711371,18.7163989446302,2000
32.0294314552815,13.8026143404964,2011
30.0621209830598,14.8895758342811,2001
35.0208213513995,12.6527707768235,2001
35.7664230372188,21.9323676617781,2011
32.5774037785945,16.8299368479792,2001
23.306790046481,13.4971871438958,2022
31.176031935368,12.4192088029524,2001
28.7595638210865,19.0218261412309,2011
24.2859537061713,16.8299368479792,2001
27.5917539517311,21.2047322816413,2005
29.6399127995236,17.6743532150516,2011
27.1066636983066,18.3570728309824,2001
32.1102798308523,15.760941659877,2004
27.6187034102547,20.1357370935391,2014
32.002481996758,15.0961883496286,2000
24.7171450425486,10.2542689682243,2022
22.938480779992,13.2456588643423,2003
33.1433424075897,14.0990583842559,2002
30.6190764592139,11.7634386455451,2005
32.2450271234702,16.0124699394305,2006
35.227433866747,19.5518321588614,2002
25.8759717590628,14.1260078427795,2010
35.0118381985584,16.129250926366,2007
32.5145217087061,15.9495878695421,2002
32.2989260405174,19.488950088973,2013
34.1404723729624,16.8389200008204,2011
30.9245036558145,11.4041125318973,2006
30.3226324154544,19.6147142287498,2009
31.4365433677627,16.8389200008204,2011
32.5953700842768,12.7426023052354,2020
31.3017960751447,18.9230114599777,2005
33.5116516740788,13.7936311876553,2022
28.876344808022,15.8867057996537,2001
28.7326143625629,21.9862665788253,2013
26.7742870431823,15.114154655311,2005
22.0311823430313,13.092945266042,2005
32.3797744160882,12.7965012222826,2001
34.8501414474168,18.2313086912057,2011
30.9245036558145,21.8515192862074,2011
31.7240042586809,15.7339922013534,2010
35.7754061900599,19.210472350896,2005
34.5626805564986,16.9287515292324,2011
29.4692328955409,21.6538899237011,2013
34.5986131678634,19.488950088973,2011
30.7358574461494,16.4077286644431,2005
24.1871390249181,17.189262961627,2022
23.4954362561461,13.3175240870719,2001
25.0315553919905,13.4882039910546,2022
27.4839561176368,10.8202075972196,2001
24.4476504573128,16.7850210837733,2005
32.8648646695127,13.2995577813895,2011
24.2500210948065,9.23018954432808,2006
28.2924398733443,17.1084145860563,2003
32.3977407217705,16.2639982189839,2011
30.3855144853428,20.0638718708095,2010
27.124630003989,10.2183363568596,2011
36.1706649150725,17.234178725833,2011
23.6391667016052,13.3624398512779,2006
31.544341201857,11.5927587415624,2022
25.7142750079213,11.3232641563266,2013
29.5410981182705,18.9050451542953,2001
29.3883845199701,9.88595970173533,2006
33.9877587746621,10.5776624705074,2022
25.6334266323505,18.8960620014541,2005
23.3337395050046,14.3505866638094,2011
26.2622473312342,19.0308092940721,2008
34.4369164167219,14.566182331998,2011
29.4602497426997,19.5158995474966,2011
23.585267784558,10.1285048284476,2005
28.7056649040393,16.0933183150012,2022
28.508035541533,19.7764109798913,2011
36.745586696909,16.5694254155846,2011
32.2001113592643,13.3444735455955,2013
35.964052399725,14.2158393711914,2013
24.9417238635785,14.4853339564273,2005
31.7599368700457,15.1770367251993,2001
26.4149609295345,21.0250692248174,2010
30.9334868086557,19.3362364906727,2005
37.4462726185223,18.7882641673598,2020
27.0707310869418,13.506170296737,2011
33.6194495081731,15.5004302274823,2011
24.1422232607121,13.5780355194666,2010
35.3801474650474,18.3121570667764,2014
36.8623676838446,19.7764109798913,2000
27.0707310869418,17.8540162718755,2003
27.2863267551305,14.9973736683754,2022
29.0829573233695,21.465243714036,2004
29.1907551574639,13.0839621132008,2015
27.4839561176368,17.3329934070862,2022
30.6909416819435,19.0218261412309,2006
25.3010499772263,18.2762244554117,2011
30.3405987211368,11.5208935188329,2004
35.6496420502832,17.647403756528,2001
34.8321751417345,13.8115974933376,2006
28.3732882489151,14.3056708996034,2001
28.8853279608632,21.8605024390486,2011
24.2320547891241,16.4885770400138,2002
28.8224458909749,15.347716629182,2011
36.8084687667974,21.4382942555124,2024
30.2866998040897,15.4465313104352,2022
31.3107792279859,12.4910740256819,2001
31.3287455336683,22.0311823430313,2001
36.0628670809782,16.6143411797906,2013
25.6693592437153,19.1475902810076,2005
31.8138357870929,20.962187154929,2002
29.5410981182705,18.1504603156349,2002
25.5705445624622,14.9255084456458,2009
31.5802738132218,14.9255084456458,2003
28.9841426421164,11.9341185495278,2011
30.762806904673,12.5629392484115,2010
29.4782160483821,12.5090403313643,2016
30.6460259177375,14.934491598487,2001
27.5468381875251,14.2517719825562,2013
31.26586346378,19.9381077310328,2011
25.1303700732436,12.5809055540939,2006
31.589256966063,20.2884506918394,2014
36.3593111247376,14.8087274587103,2020
29.8195758563475,12.0239500779398,2008
31.4095939092391,14.1529573013031,2010
33.475719062714,14.4673676507449,2016
25.1124037675612,15.1590704195169,2008
28.4092208602799,12.4371751086348,2011
34.2931859712627,17.8899488832403,2009
29.2716035330346,21.052018683341,2011
25.9208875232688,18.7343652503126,2003
34.535731097975,20.5579452770752,2007
26.1454663442987,21.4832100197184,2022
34.6704783905929,12.5359897898879,2001
28.8493953494984,15.6800932843062,2013
22.893565015786,14.6739801660924,2011
27.7624338557138,14.5482160263157,2011
27.8522653841258,10.1824037454948,2022
28.9751594892752,21.1687996702765,2011
35.4520126877769,14.9614410570106,2000
29.747710633618,21.5191426310831,2011
30.6280596120551,13.4073556154839,2001
30.0800872887422,16.2280656076192,2013
30.9873857257029,21.8245698276838,2004
31.0053520313853,14.4943171092685,2011
27.4210740477484,13.82956379902,2001
26.7563207375,10.3081678852715,2011
25.2561342130203,17.9887635644934,2001
32.4965554030237,21.0610018361822,2001
31.3197623808271,10.4968140949366,2015
27.7444675500314,12.6168381654587,2007
31.176031935368,18.8511462372482,2013
30.6639922234199,11.7275060341804,2003
24.3039200118537,18.4469043593944,2004
36.1796480679137,22.5971209720266,2001
25.3369825885911,21.3574458799416,2010
35.8472714127895,17.1533303502623,2004
31.1580656296856,18.707415791789,2001
26.2712304840754,15.850773188289,2005
24.0703580379826,19.1386071281664,2000
23.7469645356996,9.21222323864569,2022
24.0523917323002,16.7221390138849,2009
30.6460259177375,15.5363628388471,2004
29.8016095506651,14.0451594672087,2014
27.9780295239025,19.947090883874,2001
30.5112786251196,21.8155866748426,2022
33.6284326610143,17.9168983417639,2001
35.7035409673304,12.9761642791065,2011
24.6452798198191,19.7494615213677,2004
24.1332401078709,18.6265674162183,2015
31.7779031757281,21.7976203691602,2007
31.2389140052564,13.3265072399131,2003
35.3801474650474,20.5130295128693,2011
32.69418476553,15.8687394939713,2006
22.5791546663442,13.7756648819729,2001
30.6550090705787,14.7817780001867,2011
32.9097804337187,19.0397924469133,2010
34.7243773076401,11.3232641563266,2011
36.2874459020081,15.0872051967874,2004
24.3578189289008,17.8809657303991,2002
31.4006107563979,13.6678670478785,2000
33.888944093409,12.6707370825059,2001
23.9625602038882,9.06849279318657,2011
30.7089079876258,11.4220788375797,2002
33.0714771848602,12.769551763759,2022
30.4034807910252,11.5208935188329,2003
26.5946239863584,18.2043592326821,2011
33.4847022155552,12.5180234842055,2011
25.4268141170031,21.9144013560957,2011
30.0980535944246,21.4023616441476,2007
31.6790884944749,18.2582581497293,2011
27.9870126767437,18.8062304730422,2012
24.5644314442483,18.7163989446302,2011
28.9392268779104,17.8270668133519,2022
26.1185168857751,12.2036131347637,2022
28.9482100307516,21.0879512947058,2015
36.6557551684971,16.8119705422968,2011
27.5558213403663,16.4616275814902,2011
29.1188899347343,9.96680807730609,2008
33.0535108791778,14.4583844979037,2001
28.5439681528978,18.1953760798409,2004
28.8044795852925,15.0333062797402,2022
33.6733484252203,19.0128429883897,2005
35.595743133236,19.2374218094196,2001
34.3650511939923,16.9197683763912,2008
23.2708574351162,12.4641245671584,2010
25.1393532260848,19.0218261412309,2003
31.7958694814105,11.206483169391,2015
33.8709777877266,17.4946901582277,2011
34.6704783905929,15.024323126899,2011
36.2425301378021,19.2464049622607,2002
27.5648044932075,19.6147142287498,2006
29.2177046159874,21.6718562293835,2003
23.3247563521634,12.7785349166002,2000
32.69418476553,20.360315914569,2001
31.9485830797108,15.0333062797402,2011
27.0617479341006,16.174166690572,2000
24.1062906493474,19.2194555037372,2001
31.8138357870929,11.7544554927039,2005
23.3606889635282,14.979407362693,2011
35.5687936747125,17.9348646474462,2022
35.7125241201716,20.8903219321995,2011
24.7620608067546,14.2158393711914,2018
26.989882711371,11.3861462262149,2004
36.7096540855443,21.2137154344825,2011
24.4207009987892,12.5988718597763,2010
33.7362304951086,10.6495276932369,2007
24.8339260294842,15.1411041138345,2022
24.869858640849,14.1439741484619,2006
33.9428430104561,13.4432882268486,2002
24.6003640556131,17.9438478002874,2011
25.5346119510974,19.3272533378315,2011
25.6873255493977,15.302800864976,2011
36.1526986093901,21.1867659759589,2007
28.139726275044,13.4073556154839,2011
30.9604362671793,17.8989320360815,2008
27.448023506272,14.611098096204,2011
31.3556949921919,21.2496480458473,2024
24.5913809027719,18.752331555995,2013
31.6521390359513,17.1173977388975,2007
25.5435951039386,19.6955626043205,2002
32.9816456564482,20.5579452770752,2002
24.0164591209354,18.8691125429305,2006
31.0323014899089,16.0394193979541,2002
28.2115914977736,21.9683002731429,2001
32.2719765819938,16.6951895553613,2001
32.002481996758,20.5220126657105,2001
32.2989260405174,17.5845216866396,2002
29.334485602923,17.3868923241333,2002
26.2442810255518,10.2991847324303,2011
32.9457130450835,13.2097262529776,2011
32.5414711672297,19.2374218094196,2000
34.8501414474168,22.525255749297,2004
25.5525782567798,21.5730415481303,2022
34.3021691241039,18.9409777656601,2001
29.199738310305,18.1324940099525,2007
22.3994916095203,13.1198947245656,2001
24.4835830686776,17.3060439485626,2013
27.6726023273019,16.9197683763912,2006
31.7958694814105,10.5776624705074,2011
32.9277467394011,14.5302497206333,2020
33.7002978837439,20.7196420282168,2002
34.8052256832109,14.7458453888219,2010
35.4699789934593,16.2280656076192,2022
28.7595638210865,12.3024278160168,2001
35.0926865741291,12.5090403313643,2002
31.7150211058397,16.587391721267,2000
23.0822112254511,14.7638116945043,2013
25.8310559948568,17.5216396167513,2006
32.7840162939419,16.9018020707088,2008
23.3606889635282,11.8622533267983,2006
30.4663628609136,13.596001825149,2003
24.1242569550298,8.8259476664743,2010
26.2802136369166,21.5101594782419,2001
24.4835830686776,14.8356769172339,2022
30.7268742933082,21.8066035220014,2011
36.3054122076905,16.1651835377308,2013
26.2622473312342,15.6172112144179,2000
25.3818983527971,18.6175842633771,2024
26.4508935408993,11.8802196324807,2003
35.0657371156055,16.3089139831899,2001
32.3618081104058,16.7580716252497,2011
36.7096540855443,17.9168983417639,2022
27.5917539517311,14.5212665677921,2004
27.1875120738773,11.7993712569099,2011
27.9510800653789,10.9459717369964,2001
34.6165794735458,19.0667419054368,2010
33.2152076303193,18.384022289506,2011
32.5953700842768,19.0936913639604,2002
33.8350451763618,12.077848994987,2011
30.2328008870425,17.2251955729918,2011
29.01109210064,19.0847082111192,2003
33.3679212286196,20.9532040020878,2011
26.6754723619292,13.8026143404964,2004
36.7366035440678,17.8809657303991,2002
29.1278730875755,14.1349909956207,2004
24.7530776539134,17.279094490039,2001
30.0351715245362,11.0807190296143,2010
26.7563207375,17.2970607957214,2000
36.8084687667974,17.189262961627,2000
30.5202617779607,18.0067298701758,2011
28.0049789824261,19.533865853179,2001
34.212337595692,20.2076023162686,2004
28.0139621352673,10.5866456233486,2022
35.0926865741291,18.0696119400642,2001
32.5324880143885,20.0818381764919,2001
33.9248767047737,18.8870788486129,2011
26.8371691130707,19.8752256611444,2022
31.589256966063,11.6915734228156,2010
31.2299308524152,19.4530174776082,2015
26.3071630954402,14.332620358127,2014
35.6137094389184,21.42032794983,2022
26.9539501000062,21.1777828231177,2001
30.6100933063727,17.1443471974211,2001
29.657879105206,11.4580114489445,2000
26.621573444882,19.3272533378315,2001
27.0527647812594,17.2521450315154,2010
23.3337395050046,11.1436010995027,2022
33.2960560058901,17.8809657303991,2020
30.6639922234199,14.0721089257323,2003
28.9751594892752,19.947090883874,2011
27.5019224233192,13.1288778774068,2004
24.7081618897074,14.4224518865389,2014
27.2683604494481,21.1059176003882,2003
25.6873255493977,16.7850210837733,2009
30.9424699614969,19.6057310759086,2010
29.3075361443994,10.3979994136835,2000
31.0053520313853,10.4159657193659,2013
38.0032280946764,17.6114711451632,2009
30.5112786251196,13.0390463489949,2011
26.711404973294,13.182776794454,2020
35.964052399725,17.5216396167513,2010
25.1752858374496,14.9075421399635,2011
33.709281036585,19.5069163946554,2016
27.816332772761,11.5478429773564,2010
35.3801474650474,22.201862247014,2001
34.12250606728,17.8001173548283,2020
33.5565674382847,17.8629994247167,2006
28.2475241091384,18.8960620014541,2002
31.0143351842265,16.1921329962544,2011
26.6485229034056,14.611098096204,2013
35.5777768275537,17.368926018451,2001
28.4182040131211,21.6538899237011,2004
23.3876384220517,12.7785349166002,2001
32.6133363899592,18.9140283071365,2011
30.7717900575142,15.2129693365641,2024
30.717891140467,19.8662425083032,2013
28.7056649040393,20.5669284299164,2001
27.2414109909245,21.8425361333662,2013
33.754196800791,20.9711703077702,2005
27.3851414363836,13.2456588643423,2003
24.1601895663945,12.8683664450121,2002
26.2352978727106,19.4081017134023,2001
31.4455265206039,12.1766636762401,2001
34.7513267661637,19.9830234952388,2011
30.3405987211368,21.7347382992718,2006
28.6158333756274,15.9855204809069,2012
26.0646179687279,10.4159657193659,2003
26.6125902920408,17.5216396167513,2011
25.561561409621,19.8842088139856,2001
26.1993652613458,12.0598826893046,2022
30.9424699614969,21.9952497316665,2007
36.9342329065741,18.1414771627937,2001
29.199738310305,20.3243833032042,2001
35.1016697269703,13.0659958075184,2011
30.1519525114717,20.2974338446806,2001
27.1695457681949,19.4260680190847,2014
31.3646781450331,17.3779091712921,2001
23.4864531033049,12.6976865410294,2013
28.1127768165204,10.7303760688077,2006
24.3129031646949,17.5216396167513,2016
29.9453399961243,19.5697984645438,2011
23.2708574351162,12.5809055540939,2001
30.1070367472658,17.970797258811,2001
31.0412846427501,14.8716095285987,2005
33.5026685212376,14.6919464717748,2011
33.6374158138555,10.7483423744901,2011
26.343095706805,15.069238891105,2001
28.4002377074387,16.6412906383141,2011
26.9000511829591,19.7135289100029,2011
26.4958093051053,19.9740403423976,2022
24.0254422737766,9.7691787147998,2005
24.1961221777593,16.9018020707088,2011
31.6790884944749,13.7307491177669,2004
24.2230716362829,10.3890162608423,2022
34.4099669581983,14.3685529694917,2022
35.1286191854939,13.3534566984367,2020
27.7893833142374,21.7616877577954,2008
29.3255024500818,21.4562605611948,2011
34.2931859712627,17.4228249354981,2001
25.2920668243851,21.6359236180187,2002
37.0959296577156,20.5040463600281,2011
31.5623075075394,11.5837755887212,2011
30.8167058217202,17.189262961627,2005
30.3855144853428,14.3505866638094,2001
27.1605626153537,18.0696119400642,2022
24.2859537061713,17.6653700622104,2022
25.3010499772263,18.3121570667764,2008
25.9478369817924,17.5216396167513,2012
25.7232581607625,11.6107250472448,2010
30.6011101535315,13.506170296737,2001
30.8616215859262,12.2934446631757,2001
22.983396544198,12.2395457461285,2011
30.349581873978,16.7580716252497,2001
25.0225722391493,15.1680535723581,2002
23.0193291555627,14.7099127774572,2011
34.6075963207046,20.0548887179683,2001
24.6991787368662,12.7066696938706,2004
26.3071630954402,16.129250926366,2011
33.6014832024907,14.7817780001867,2004
23.9805265095706,13.2456588643423,2007
33.8619946348854,19.5608153117026,2008
28.3553219432327,13.7936311876553,2011
29.4422834370173,10.9998706540435,2007
34.7243773076401,21.4023616441476,2022
27.9959958295849,14.5931317905216,2016
24.6542629726603,14.0182100086851,2005
30.0890704415834,17.9618141059698,2011
35.3082822423178,19.2553881151019,2004
35.8742208713131,15.8238237297654,2011
27.3312425193364,21.1687996702765,2010
29.5410981182705,10.5776624705074,2022
31.2478971580976,18.0336793286994,2022
32.325875499041,19.8303098969384,2011
31.3646781450331,14.1260078427795,2010
27.0976805454654,21.1957491288001,2011
33.340971770096,15.8148405769242,2022
35.6945578144892,21.3933784913064,2011
23.9625602038882,13.8385469518612,2011
35.5328610633477,17.2251955729918,2005
28.9392268779104,20.6567599583284,2011
37.4552557713635,17.324010254245,2013
33.6823315780615,15.3117840178172,2011
25.9029212175864,16.7490884724085,2011
32.5504543200709,21.3035469628945,2010
31.8946841626636,19.9381077310328,2007
29.5590644239529,13.5780355194666,2003
25.0135890863081,20.0459055651271,2011
28.2834567205031,13.2546420171835,2010
30.4034807910252,14.1529573013031,2004
29.5141486597469,16.7131558610437,2013
30.2058514285189,12.4551414143172,2002
35.227433866747,16.1382340792072,2018
32.9906288092894,21.1418502117529,2014
29.8644916205535,13.7936311876553,2015
26.7832701960235,14.3416035109682,2010
23.4595036447813,10.6944434574429,2016
28.5349850000566,20.5848947355988,2011
32.5594374729121,16.1651835377308,2022
29.4063508256525,19.578781617385,2006
34.7603099190049,13.0120968904713,2001
32.3797744160882,18.2043592326821,2012
30.2148345813601,20.270484386157,2006
30.484329166596,15.4195818519116,2001
23.261874282275,12.2485288989697,2010
26.2891967897578,16.1202677735248,2006
32.5055385558649,20.3962485259337,2014
27.9241306068553,10.2902015795891,2015
23.0103460027215,13.2456588643423,2005
25.5974940209858,21.2676143515297,2004
24.824942876643,17.4048586298157,2001
34.1404723729624,21.4382942555124,2001
35.4699789934593,19.7135289100029,2005
29.3255024500818,10.5686793176662,2009
34.993871892876,13.7397322706081,2001
31.6880716473161,16.1651835377308,2010
26.3969946238521,18.4648706650768,2013
25.6963087022389,13.5421029081018,2014
30.4034807910252,15.5902617558943,2013
37.482205229887,18.6894494861066,2006
31.6880716473161,11.6915734228156,2003
26.5047924579465,21.2316817401649,2006
30.349581873978,14.7638116945043,2013
29.244654074511,13.1468441830892,2011
36.3862605832612,21.4113447969888,2018
34.4369164167219,20.0279392594447,2011
35.1555686440175,15.0153399740578,2010
27.2414109909245,20.6747262640108,2001
34.7782762246873,12.679720235347,2014
34.0775903030741,21.4472774083536,2015
33.0445277263366,15.7519585070358,2011
24.1512064135533,11.4490282961033,2002
37.2396601031748,17.5755385337984,2022
31.3467118393507,13.6409175893549,2008
27.2683604494481,19.8842088139856,2011
24.50154937436,14.0271931615263,2001
28.6876985983569,20.4411642901397,2014
34.1853881371684,10.1734205926536,2007
29.9004242319183,16.5065433456962,2009
29.4333002841761,15.7519585070358,2002
27.1875120738773,20.4950632071869,2010
24.4386673044716,15.850773188289,2010
25.3908815056383,12.8504001393298,2013
31.2478971580976,16.129250926366,2014
26.8641185715943,9.67934718638784,2001
32.002481996758,11.1436010995027,2010
33.52063482692,13.919395327432,2022
27.2234446852421,16.5694254155846,2001
27.2144615324009,13.7487154234493,2005
28.2565072619796,18.8062304730422,2003
27.8702316898082,9.70629664491143,2005
29.3075361443994,17.2162124201506,2011
33.9787756218209,18.5008032764415,2010
24.6273135141367,15.5992449087355,2011
29.1638056989403,12.7875180694414,2015
29.4333002841761,11.5388598245153,2001
34.5087816394514,14.9614410570106,2007
35.3891306178886,17.6833363678928,2001
23.0822112254511,10.6854603046017,2022
36.37727743042,16.8568863065028,2011
26.1095337329339,18.4379212065532,2011
30.4483965552312,21.788637216319,2006
28.2565072619796,21.7167719935894,2011
24.7081618897074,11.5388598245153,2008
29.8375421620299,12.4820908728408,2004
25.6873255493977,12.446158261476,2014
25.4627467283678,15.4824639218,2014
30.349581873978,12.6437876239823,2022
34.12250606728,21.7706709106366,2011
33.2062244774781,11.3052978506442,2022
31.6970548001573,19.8213267440972,2005
34.0236913860269,11.3232641563266,2001
26.621573444882,21.7347382992718,2022
24.4835830686776,9.46375151819916,2013
36.2515132906433,15.9945036337481,2010
35.2454001724294,21.9323676617781,2007
27.0168321698946,15.2938177121349,2002
24.3039200118537,14.197873065509,2018
25.2830836715439,13.7756648819729,2006
27.9420969125377,21.9413508146193,2011
33.6194495081731,21.1059176003882,2022
27.4210740477484,9.7691787147998,2004
30.4663628609136,11.296314697803,2006
36.5569404872439,16.5245096513786,2005
35.3981137707298,17.4767238525453,2008
26.8371691130707,19.444034324767,2012
29.334485602923,15.7878911184006,2003
25.5705445624622,19.6057310759086,2008
29.0649910176871,21.9593171203017,2011
36.3323616662141,21.1508333645941,2013
31.8407852456164,13.3983724626427,2002
28.1576925807264,11.296314697803,2010
22.983396544198,10.8291907500608,2006
32.8828309751951,12.446158261476,2020
